competition,date,match,team,pos,pos_role,player,rater,is_human,original_rating,goals,assists,shots_ontarget,shots_offtarget,shotsblocked,chances2score,drib_success,drib_unsuccess,keypasses,touches,passes_acc,passes_inacc,crosses_acc,crosses_inacc,lballs_acc,lballs_inacc,grduels_w,grduels_l,aerials_w,aerials_l,poss_lost,fouls,wasfouled,clearances,stop_shots,interceptions,tackles,dribbled_past,tballs_acc,tballs_inacc,ycards,rcards,dangmistakes,countattack,offsides,goals_ag_otb,goals_ag_itb,saves_itb,saves_otb,saved_pen,missed_penalties,owngoals,degree_centrality,betweenness_centrality,closeness_centrality,flow_centrality,flow_success,betweenness2goals,win,lost,is_home_team,minutesPlayed,game_duration
"Euro 2016,10/06/2016,""France - Romania, 2 - 1"",France,MF,MC,Paul Pogba,WhoScored,0,6.62,0,0,1,1,0,1,1,2,0,77,50,9,1,0,7,3,6,2,1,0,13,0,2,1,0,2,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1.285714286,0.16774897,0.710084034,0.452054795,1.121139928,0,1,0,1,77,90"
"Euro 2016,10/06/2016,""France - Romania, 2 - 1"",France,MF,MC,Paul Pogba,Kicker,1,4,0,0,1,1,0,1,1,2,0,77,50,9,1,0,7,3,6,2,1,0,13,0,2,1,0,2,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1.285714286,0.16774897,0.710084034,0.452054795,1.121139928,0,1,0,1,77,90"
"Euro 2016,10/06/2016,""France - Romania, 2 - 1"",France,GK,GK,Hugo Lloris,SofaScore,0,6.4,0,0,0,0,0,0,0,0,0,15,11,2,0,0,5,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.642857143,0.041239302,0.548701299,0.109589041,0,0,1,0,1,90,90"
"Euro 2016,10/06/2016,""France - Romania, 2 - 1"",France,GK,GK,Hugo Lloris,WhoScored,0,6.2,0,0,0,0,0,0,0,0,0,15,11,2,0,0,5,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.642857143,0.041239302,0.548701299,0.109589041,0,0,1,0,1,90,90"
"Euro 2016,10/06/2016,""France - Romania, 2 - 1"",France,GK,GK,Hugo Lloris,Kicker,1,2.5,0,0,0,0,0,0,0,0,0,15,11,2,0,0,5,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.642857143,0.041239302,0.548701299,0.109589041,0,0,1,0,1,90,90"
"Euro 2016,10/06/2016,""France - Romania, 2 - 1"",France,Sub,Sub,Moussa Sissoko,WhoScored,0,5.94,0,0,0,1,0,1,0,0,0,6,3,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.571428571,0.136870914,0.52484472,0.02739726,0.5,0,1,0,1,0,90"
"Euro 2016,10/06/2016,""France - Romania, 2 - 1"",France,Sub,Sub,Kingsley Coman,WhoScored,0,6.46,0,0,0,0,0,0,1,1,0,23,12,1,1,1,0,0,6,3,0,2,4,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.928571429,0.142231396,0.670634921,0.164383562,0.076923077,0.111111111,1,0,1,24,90"
"Euro 2016,11/06/2016,""England - Russia, 1 - 1"",Russia,Sub,Sub,Pavel Mamaev,WhoScored,0,6.09,0,0,0,0,0,0,0,0,0,8,5,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.615384615,0.072036484,0.582995951,0.0625,0,0,0,0,0,90,90"
"Euro 2016,11/06/2016,""Wales - Slovakia, 2 - 1"",Slovakia,FW,FW,Michal Duris,Kicker,1,4.5,0,0,0,1,1,0,0,1,0,12,5,1,0,0,0,0,1,8,3,6,8,4,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.857142857,0.080159335,0.635338346,0.096385542,0.55218564,0,0,1,0,60,90"
"Euro 2016,11/06/2016,""Wales - Slovakia, 2 - 1"",Slovakia,FW,FW,Michal Duris,TheGuardian,1,5,0,0,0,1,1,0,0,1,0,12,5,1,0,0,0,0,1,8,3,6,8,4,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.857142857,0.080159335,0.635338346,0.096385542,0.55218564,0,0,1,0,60,90"
"Euro 2016,11/06/2016,""Wales - Slovakia, 2 - 1"",Slovakia,FW,FW,Michal Duris,SofaScore,0,6.5,0,0,0,1,1,0,0,1,0,12,5,1,0,0,0,0,1,8,3,6,8,4,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.857142857,0.080159335,0.635338346,0.096385542,0.55218564,0,0,1,0,60,90"
"Euro 2016,11/06/2016,""Wales - Slovakia, 2 - 1"",Slovakia,FW,FW,Michal Duris,WhoScored,0,5.79,0,0,0,1,1,0,0,1,0,12,5,1,0,0,0,0,1,8,3,6,8,4,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.857142857,0.080159335,0.635338346,0.096385542,0.55218564,0,0,1,0,60,90"
"Euro 2016,11/06/2016,""Wales - Slovakia, 2 - 1"",Wales,FW,FW,Gareth Bale,TheGuardian,1,8,1,0,3,0,0,3,2,1,0,45,14,7,0,0,2,1,5,9,5,6,13,2,2,3,0,2,2,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1.384615385,0.230669888,0.852071006,0.328571429,0.783747358,0,1,0,0,90,90"
"Euro 2016,11/06/2016,""Wales - Slovakia, 2 - 1"",Wales,FW,FW,Gareth Bale,WhoScored,0,8.38,1,0,3,0,0,3,2,1,0,45,14,7,0,0,2,1,5,9,5,6,13,2,2,3,0,2,2,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1.384615385,0.230669888,0.852071006,0.328571429,0.783747358,0,1,0,0,90,90"
"Euro 2016,11/06/2016,""Wales - Slovakia, 2 - 1"",Wales,FW,FW,Gareth Bale,SofaScore,0,7.7,1,0,3,0,0,3,2,1,0,45,14,7,0,0,2,1,5,9,5,6,13,2,2,3,0,2,2,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1.384615385,0.230669888,0.852071006,0.328571429,0.783747358,0,1,0,0,90,90"
"Euro 2016,11/06/2016,""Wales - Slovakia, 2 - 1"",Wales,FW,FW,Gareth Bale,Kicker,1,2.5,1,0,3,0,0,3,2,1,0,45,14,7,0,0,2,1,5,9,5,6,13,2,2,3,0,2,2,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1.384615385,0.230669888,0.852071006,0.328571429,0.783747358,0,1,0,0,90,90"
"Euro 2016,11/06/2016,""Albania - Switzerland, 0 - 1"",Switzerland,MF,AMR,Xherdan Shaqiri,SofaScore,0,8,0,1,1,0,0,1,1,1,1,60,40,6,0,1,5,2,5,4,0,0,10,4,1,0,0,1,1,0,2,1,0,0,0,5,3,0,0,0,0,0,0,0,1.357142857,0.138894993,0.710084034,0.381578947,2.086843632,0.041666667,1,0,0,88,90"
"Euro 2016,11/06/2016,""Albania - Switzerland, 0 - 1"",Switzerland,MF,AMR,Xherdan Shaqiri,WhoScored,0,8.13,0,1,1,0,0,1,1,1,1,60,40,6,0,1,5,2,5,4,0,0,10,4,1,0,0,1,1,0,2,1,0,0,0,5,3,0,0,0,0,0,0,0,1.357142857,0.138894993,0.710084034,0.381578947,2.086843632,0.041666667,1,0,0,88,90"
"Euro 2016,11/06/2016,""Albania - Switzerland, 0 - 1"",Switzerland,MF,AMR,Xherdan Shaqiri,Kicker,1,3,0,1,1,0,0,1,1,1,1,60,40,6,0,1,5,2,5,4,0,0,10,4,1,0,0,1,1,0,2,1,0,0,0,5,3,0,0,0,0,0,0,0,1.357142857,0.138894993,0.710084034,0.381578947,2.086843632,0.041666667,1,0,0,88,90"
"Euro 2016,11/06/2016,""Wales - Slovakia, 2 - 1"",Wales,FW,FWL,Aaron Ramsey,TheGuardian,1,8,0,1,1,1,0,2,1,1,0,66,37,7,0,5,1,3,8,14,2,0,21,2,1,0,0,1,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1.769230769,0.351350802,0.852071006,0.485714286,0.504938083,0.033333333,1,0,0,88,90"
"Euro 2016,11/06/2016,""Wales - Slovakia, 2 - 1"",Wales,FW,FWL,Aaron Ramsey,WhoScored,0,6.92,0,1,1,1,0,2,1,1,0,66,37,7,0,5,1,3,8,14,2,0,21,2,1,0,0,1,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1.769230769,0.351350802,0.852071006,0.485714286,0.504938083,0.033333333,1,0,0,88,90"
"Euro 2016,11/06/2016,""Wales - Slovakia, 2 - 1"",Wales,FW,FWL,Aaron Ramsey,SofaScore,0,6.8,0,1,1,1,0,2,1,1,0,66,37,7,0,5,1,3,8,14,2,0,21,2,1,0,0,1,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1.769230769,0.351350802,0.852071006,0.485714286,0.504938083,0.033333333,1,0,0,88,90"
"Euro 2016,11/06/2016,""Wales - Slovakia, 2 - 1"",Wales,FW,FWL,Aaron Ramsey,Kicker,1,3,0,1,1,1,0,2,1,1,0,66,37,7,0,5,1,3,8,14,2,0,21,2,1,0,0,1,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1.769230769,0.351350802,0.852071006,0.485714286,0.504938083,0.033333333,1,0,0,88,90"
"Euro 2016,11/06/2016,""Albania - Switzerland, 0 - 1"",Albania,Sub,Sub,Ergys Kace,WhoScored,0,5.97,0,0,0,1,1,0,0,0,0,21,15,1,0,1,1,0,1,3,0,0,4,1,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.857142857,0.088263379,0.574829932,0.166666667,0.083333333,0,0,1,0,28,90"
"Euro 2016,11/06/2016,""England - Russia, 1 - 1"",Russia,DF,DC,Sergei Ignashevich,Kicker,1,3.5,0,0,1,0,0,1,0,0,0,86,60,13,0,0,13,10,0,1,3,4,17,1,0,5,0,5,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1.538461538,0.290256928,0.738461538,0.578125,0.689665514,0,0,0,0,90,90"
"Euro 2016,11/06/2016,""England - Russia, 1 - 1"",Russia,DF,DC,Sergei Ignashevich,WhoScored,0,6.98,0,0,1,0,0,1,0,0,0,86,60,13,0,0,13,10,0,1,3,4,17,1,0,5,0,5,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1.538461538,0.290256928,0.738461538,0.578125,0.689665514,0,0,0,0,90,90"
"Euro 2016,11/06/2016,""Wales - Slovakia, 2 - 1"",Wales,MF,MR,Chris Gunter,TheGuardian,1,6,0,0,0,0,0,0,0,0,0,44,20,4,1,2,1,3,3,2,0,0,9,0,1,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.307692308,0.162510618,0.692307692,0.328571429,0.947050255,0,1,0,0,90,90"
"Euro 2016,11/06/2016,""Wales - Slovakia, 2 - 1"",Wales,MF,MR,Chris Gunter,WhoScored,0,6.51,0,0,0,0,0,0,0,0,0,44,20,4,1,2,1,3,3,2,0,0,9,0,1,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.307692308,0.162510618,0.692307692,0.328571429,0.947050255,0,1,0,0,90,90"
"Euro 2016,11/06/2016,""Wales - Slovakia, 2 - 1"",Wales,MF,MR,Chris Gunter,SofaScore,0,6.6,0,0,0,0,0,0,0,0,0,44,20,4,1,2,1,3,3,2,0,0,9,0,1,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.307692308,0.162510618,0.692307692,0.328571429,0.947050255,0,1,0,0,90,90"
"Euro 2016,11/06/2016,""Wales - Slovakia, 2 - 1"",Wales,MF,MR,Chris Gunter,Kicker,1,3,0,0,0,0,0,0,0,0,0,44,20,4,1,2,1,3,3,2,0,0,9,0,1,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.307692308,0.162510618,0.692307692,0.328571429,0.947050255,0,1,0,0,90,90"
"Euro 2016,11/06/2016,""Wales - Slovakia, 2 - 1"",Wales,FW,FWR,Jonathan Williams,WhoScored,0,6.62,0,0,0,0,0,0,1,0,0,30,15,2,0,0,0,0,8,4,1,0,4,2,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.076923077,0.084062744,0.692307692,0.242857143,0.305525155,0,1,0,0,71,90"
"Euro 2016,11/06/2016,""Wales - Slovakia, 2 - 1"",Wales,FW,FWR,Jonathan Williams,Kicker,1,3.5,0,0,0,0,0,0,1,0,0,30,15,2,0,0,0,0,8,4,1,0,4,2,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.076923077,0.084062744,0.692307692,0.242857143,0.305525155,0,1,0,0,71,90"
"Euro 2016,11/06/2016,""Albania - Switzerland, 0 - 1"",Albania,DF,DC,Lorik Cana,Kicker,1,5,0,0,0,0,0,0,0,0,0,20,14,3,0,0,4,1,0,1,0,0,4,2,1,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.071428571,0.098091417,0.635338346,0.180555556,2.16752021,0,0,1,0,90,90"
"Euro 2016,11/06/2016,""Albania - Switzerland, 0 - 1"",Albania,DF,DC,Lorik Cana,SofaScore,0,5.5,0,0,0,0,0,0,0,0,0,20,14,3,0,0,4,1,0,1,0,0,4,2,1,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.071428571,0.098091417,0.635338346,0.180555556,2.16752021,0,0,1,0,90,90"
"Euro 2016,11/06/2016,""Albania - Switzerland, 0 - 1"",Albania,DF,DC,Lorik Cana,WhoScored,0,4.75,0,0,0,0,0,0,0,0,0,20,14,3,0,0,4,1,0,1,0,0,4,2,1,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.071428571,0.098091417,0.635338346,0.180555556,2.16752021,0,0,1,0,90,90"
"Euro 2016,11/06/2016,""England - Russia, 1 - 1"",England,MF,MC,Wayne Rooney,SofaScore,0,7.6,0,0,2,0,0,2,0,0,0,64,48,6,0,1,7,5,3,1,0,1,9,1,1,2,0,2,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1.615384615,0.191389752,0.791208791,0.421052632,1.866546467,0,0,0,0,78,90"
"Euro 2016,11/06/2016,""England - Russia, 1 - 1"",England,MF,MC,Wayne Rooney,WhoScored,0,7.4,0,0,2,0,0,2,0,0,0,64,48,6,0,1,7,5,3,1,0,1,9,1,1,2,0,2,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1.615384615,0.191389752,0.791208791,0.421052632,1.866546467,0,0,0,0,78,90"
"Euro 2016,11/06/2016,""England - Russia, 1 - 1"",England,MF,MC,Wayne Rooney,Kicker,1,3,0,0,2,0,0,2,0,0,0,64,48,6,0,1,7,5,3,1,0,1,9,1,1,2,0,2,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1.615384615,0.191389752,0.791208791,0.421052632,1.866546467,0,0,0,0,78,90"
"Euro 2016,11/06/2016,""England - Russia, 1 - 1"",England,DF,DR,Kyle Walker,SofaScore,0,7.2,0,0,0,0,0,0,3,0,2,63,28,7,0,1,6,1,10,2,1,0,13,0,2,3,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.230769231,0.091203459,0.692307692,0.407894737,1.398810954,0,0,0,0,90,90"
"Euro 2016,11/06/2016,""England - Russia, 1 - 1"",England,DF,DR,Kyle Walker,WhoScored,0,7.66,0,0,0,0,0,0,3,0,2,63,28,7,0,1,6,1,10,2,1,0,13,0,2,3,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.230769231,0.091203459,0.692307692,0.407894737,1.398810954,0,0,0,0,90,90"
"Euro 2016,11/06/2016,""England - Russia, 1 - 1"",England,DF,DR,Kyle Walker,Kicker,1,3,0,0,0,0,0,0,3,0,2,63,28,7,0,1,6,1,10,2,1,0,13,0,2,3,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.230769231,0.091203459,0.692307692,0.407894737,1.398810954,0,0,0,0,90,90"
"Euro 2016,11/06/2016,""Wales - Slovakia, 2 - 1"",Slovakia,MF,AMR,Robert Mak,Kicker,1,3.5,0,1,0,3,0,3,1,1,0,47,27,5,0,0,0,2,4,3,0,1,12,1,0,0,0,4,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1.357142857,0.189845569,0.670634921,0.253012048,1.648864103,0.058823529,0,1,0,90,90"
"Euro 2016,11/06/2016,""Wales - Slovakia, 2 - 1"",Slovakia,MF,AMR,Robert Mak,TheGuardian,1,7,0,1,0,3,0,3,1,1,0,47,27,5,0,0,0,2,4,3,0,1,12,1,0,0,0,4,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1.357142857,0.189845569,0.670634921,0.253012048,1.648864103,0.058823529,0,1,0,90,90"
"Euro 2016,11/06/2016,""Wales - Slovakia, 2 - 1"",Slovakia,MF,AMR,Robert Mak,SofaScore,0,7.4,0,1,0,3,0,3,1,1,0,47,27,5,0,0,0,2,4,3,0,1,12,1,0,0,0,4,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1.357142857,0.189845569,0.670634921,0.253012048,1.648864103,0.058823529,0,1,0,90,90"
"Euro 2016,11/06/2016,""Wales - Slovakia, 2 - 1"",Slovakia,MF,AMR,Robert Mak,WhoScored,0,7.08,0,1,0,3,0,3,1,1,0,47,27,5,0,0,0,2,4,3,0,1,12,1,0,0,0,4,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1.357142857,0.189845569,0.670634921,0.253012048,1.648864103,0.058823529,0,1,0,90,90"
"Euro 2016,11/06/2016,""England - Russia, 1 - 1"",England,DF,DL,Danny Rose,SofaScore,0,7.1,0,0,0,1,0,1,1,1,0,81,55,4,1,4,5,1,4,3,1,1,12,2,0,0,1,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.384615385,0.277074813,0.738461538,0.486842105,2.389593726,0,0,0,0,90,90"
"Euro 2016,11/06/2016,""England - Russia, 1 - 1"",England,DF,DL,Danny Rose,WhoScored,0,7.27,0,0,0,1,0,1,1,1,0,81,55,4,1,4,5,1,4,3,1,1,12,2,0,0,1,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.384615385,0.277074813,0.738461538,0.486842105,2.389593726,0,0,0,0,90,90"
"Euro 2016,11/06/2016,""England - Russia, 1 - 1"",England,DF,DL,Danny Rose,Kicker,1,4,0,0,0,1,0,1,1,1,0,81,55,4,1,4,5,1,4,3,1,1,12,2,0,0,1,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.384615385,0.277074813,0.738461538,0.486842105,2.389593726,0,0,0,0,90,90"
"Euro 2016,11/06/2016,""England - Russia, 1 - 1"",Russia,DF,DL,Georgy Schennikov,Kicker,1,4,0,1,0,0,0,0,1,0,0,62,25,10,3,0,0,2,4,5,2,1,11,1,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.230769231,0.204011958,0.65158371,0.4375,1.039915782,0.05,0,0,0,90,90"
"Euro 2016,11/06/2016,""England - Russia, 1 - 1"",Russia,DF,DL,Georgy Schennikov,WhoScored,0,7.01,0,1,0,0,0,0,1,0,0,62,25,10,3,0,0,2,4,5,2,1,11,1,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.230769231,0.204011958,0.65158371,0.4375,1.039915782,0.05,0,0,0,90,90"
"Euro 2016,11/06/2016,""England - Russia, 1 - 1"",Russia,MF,AMC,Oleg Shatov,Kicker,1,4,0,0,0,0,0,0,0,0,1,58,38,4,1,1,2,1,6,4,2,0,7,1,1,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.384615385,0.164610191,0.738461538,0.34375,0.902976011,0.066666667,0,0,0,90,90"
"Euro 2016,11/06/2016,""England - Russia, 1 - 1"",Russia,MF,AMC,Oleg Shatov,WhoScored,0,6.98,0,0,0,0,0,0,0,0,1,58,38,4,1,1,2,1,6,4,2,0,7,1,1,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.384615385,0.164610191,0.738461538,0.34375,0.902976011,0.066666667,0,0,0,90,90"
"Euro 2016,11/06/2016,""England - Russia, 1 - 1"",Russia,MF,AMC,Oleg Shatov,SofaScore,0,6.6,0,0,0,0,0,0,0,0,1,58,38,4,1,1,2,1,6,4,2,0,7,1,1,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.384615385,0.164610191,0.738461538,0.34375,0.902976011,0.066666667,0,0,0,90,90"
"Euro 2016,11/06/2016,""Wales - Slovakia, 2 - 1"",Wales,MF,MC,David Edwards,WhoScored,0,6.53,0,0,0,0,0,0,1,0,0,29,19,3,0,0,1,2,3,6,1,1,6,2,0,1,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.230769231,0.133251098,0.692307692,0.242857143,0.46981102,0,1,0,0,69,90"
"Euro 2016,11/06/2016,""Wales - Slovakia, 2 - 1"",Wales,MF,MC,David Edwards,Kicker,1,3.5,0,0,0,0,0,0,1,0,0,29,19,3,0,0,1,2,3,6,1,1,6,2,0,1,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.230769231,0.133251098,0.692307692,0.242857143,0.46981102,0,1,0,0,69,90"
"Euro 2016,11/06/2016,""Albania - Switzerland, 0 - 1"",Albania,DF,DL,Ansi Agolli,Kicker,1,4,0,0,0,0,0,0,0,0,0,61,36,6,0,10,2,3,2,2,1,0,17,1,2,0,1,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.357142857,0.204476331,0.754464286,0.444444444,1.06962767,0,0,1,0,90,90"
"Euro 2016,11/06/2016,""Albania - Switzerland, 0 - 1"",Albania,DF,DL,Ansi Agolli,SofaScore,0,6.7,0,0,0,0,0,0,0,0,0,61,36,6,0,10,2,3,2,2,1,0,17,1,2,0,1,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.357142857,0.204476331,0.754464286,0.444444444,1.06962767,0,0,1,0,90,90"
"Euro 2016,11/06/2016,""Albania - Switzerland, 0 - 1"",Albania,DF,DL,Ansi Agolli,WhoScored,0,6.43,0,0,0,0,0,0,0,0,0,61,36,6,0,10,2,3,2,2,1,0,17,1,2,0,1,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.357142857,0.204476331,0.754464286,0.444444444,1.06962767,0,0,1,0,90,90"
"Euro 2016,11/06/2016,""England - Russia, 1 - 1"",England,FW,FWL,Raheem Sterling,SofaScore,0,7.3,0,0,0,0,0,0,1,2,1,49,27,3,1,1,1,2,7,6,0,2,9,3,2,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,1.076923077,0.129128998,0.65158371,0.315789474,1.658191737,0,0,0,0,87,90"
"Euro 2016,11/06/2016,""England - Russia, 1 - 1"",England,FW,FWL,Raheem Sterling,WhoScored,0,7.22,0,0,0,0,0,0,1,2,1,49,27,3,1,1,1,2,7,6,0,2,9,3,2,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,1.076923077,0.129128998,0.65158371,0.315789474,1.658191737,0,0,0,0,87,90"
"Euro 2016,11/06/2016,""England - Russia, 1 - 1"",England,FW,FWL,Raheem Sterling,Kicker,1,3.5,0,0,0,0,0,0,1,2,1,49,27,3,1,1,1,2,7,6,0,2,9,3,2,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,1.076923077,0.129128998,0.65158371,0.315789474,1.658191737,0,0,0,0,87,90"
"Euro 2016,11/06/2016,""Albania - Switzerland, 0 - 1"",Switzerland,MF,DMC,Valon Behrami,SofaScore,0,6.9,0,0,0,0,0,0,0,0,0,76,62,3,0,0,2,1,6,2,1,0,6,2,1,1,0,1,5,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1.428571429,0.144178868,0.754464286,0.539473684,1.718372188,0,1,0,0,90,90"
"Euro 2016,11/06/2016,""Albania - Switzerland, 0 - 1"",Switzerland,MF,DMC,Valon Behrami,WhoScored,0,6.82,0,0,0,0,0,0,0,0,0,76,62,3,0,0,2,1,6,2,1,0,6,2,1,1,0,1,5,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1.428571429,0.144178868,0.754464286,0.539473684,1.718372188,0,1,0,0,90,90"
"Euro 2016,11/06/2016,""Albania - Switzerland, 0 - 1"",Switzerland,MF,DMC,Valon Behrami,Kicker,1,2.5,0,0,0,0,0,0,0,0,0,76,62,3,0,0,2,1,6,2,1,0,6,2,1,1,0,1,5,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1.428571429,0.144178868,0.754464286,0.539473684,1.718372188,0,1,0,0,90,90"
"Euro 2016,11/06/2016,""Wales - Slovakia, 2 - 1"",Slovakia,MF,AML,Vladimir Weiss,Kicker,1,4.5,0,0,0,1,0,0,1,0,0,54,27,6,0,1,1,0,8,8,1,1,14,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1.5,0.214351842,0.754464286,0.361445783,1.025606859,0,0,1,0,83,90"
"Euro 2016,11/06/2016,""Wales - Slovakia, 2 - 1"",Slovakia,MF,AML,Vladimir Weiss,TheGuardian,1,6,0,0,0,1,0,0,1,0,0,54,27,6,0,1,1,0,8,8,1,1,14,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1.5,0.214351842,0.754464286,0.361445783,1.025606859,0,0,1,0,83,90"
"Euro 2016,11/06/2016,""Wales - Slovakia, 2 - 1"",Slovakia,MF,AML,Vladimir Weiss,SofaScore,0,7.4,0,0,0,1,0,0,1,0,0,54,27,6,0,1,1,0,8,8,1,1,14,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1.5,0.214351842,0.754464286,0.361445783,1.025606859,0,0,1,0,83,90"
"Euro 2016,11/06/2016,""Wales - Slovakia, 2 - 1"",Slovakia,MF,AML,Vladimir Weiss,WhoScored,0,7.21,0,0,0,1,0,0,1,0,0,54,27,6,0,1,1,0,8,8,1,1,14,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1.5,0.214351842,0.754464286,0.361445783,1.025606859,0,0,1,0,83,90"
"Euro 2016,11/06/2016,""Albania - Switzerland, 0 - 1"",Switzerland,DF,DR,Stephan Lichtsteiner,SofaScore,0,7,0,0,0,1,1,0,0,0,1,38,19,4,0,2,0,1,1,4,2,1,11,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.285714286,0.204689484,0.670634921,0.328947368,2.657740811,0,1,0,0,90,90"
"Euro 2016,11/06/2016,""Albania - Switzerland, 0 - 1"",Switzerland,DF,DR,Stephan Lichtsteiner,WhoScored,0,6.85,0,0,0,1,1,0,0,0,1,38,19,4,0,2,0,1,1,4,2,1,11,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.285714286,0.204689484,0.670634921,0.328947368,2.657740811,0,1,0,0,90,90"
"Euro 2016,11/06/2016,""Albania - Switzerland, 0 - 1"",Switzerland,DF,DR,Stephan Lichtsteiner,Kicker,1,3.5,0,0,0,1,1,0,0,0,1,38,19,4,0,2,0,1,1,4,2,1,11,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.285714286,0.204689484,0.670634921,0.328947368,2.657740811,0,1,0,0,90,90"
